name	category	lang	homepage	desc_cn	desc_en	binlist	rule
BigBlueTerminal-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	BigBlueTerminal 字体	BigBlueTerminal font	BigBlueTerminal-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install BigBlueTerminal","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/BigBlueTerminal.zip -OutFile BigBlueTerminal.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/BigBlueTerminal.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/BigBlueTerminal.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
IntelOneMono-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	IntelOneMono 字体	IntelOneMono font	IntelOneMono-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install IntelOneMono","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/IntelOneMono.zip -OutFile IntelOneMono.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/IntelOneMono.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/IntelOneMono.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
Monaspace-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	Monaspace 字体	Monaspace font	Monaspace-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install Monaspace","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Monaspace.zip -OutFile Monaspace.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Monaspace.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Monaspace.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
Monocraft-Nerd-Font	font	Python	https://idreesinc.com/monocraft.html	Monocraft 是一款专为太喜欢 Minecraft 的开发者设计的字体	Monocraft is a font for developers who like Minecraft a little too much	Monocraft-Nerd-Font	{"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/IdreesInc/Monocraft/releases/download/v3.0/Monocraft.ttf -OutFile Monocraft.ttf","reference":"https://github.com/IdreesInc/Monocraft?tab=readme-ov-file#windows"},"darwin/brew":{"cmd":"brew tap homebrew/cask-fonts \\\n&& brew install --cask font-monocraft\n","reference":"https://github.com/IdreesInc/Monocraft?tab=readme-ov-file#mac"},"/curl":{"cmd":"curl -OL https://github.com/IdreesInc/Monocraft/releases/download/v3.0/Monocraft.ttf","reference":"https://github.com/IdreesInc/Monocraft?tab=readme-ov-file#linux"},"/wget":{"cmd":"wget https://github.com/IdreesInc/Monocraft/releases/download/v3.0/Monocraft.ttf","reference":"https://github.com/IdreesInc/Monocraft?tab=readme-ov-file#linux"}}
fnt	font	Shell	https://github.com/alexmyczko/fnt	适用于字体的缺失字体管理器，适用于 macOS 和 Linux	apt for fonts, the missing font manager for macOS/linux	fnt	{"darwin/brew":{"cmd":"brew install fnt","reference":"https://repology.org/project/fnt/versions"},"arch/pacman":{"cmd":"pacman -S fnt","reference":"https://repology.org/project/fnt/versions"},"ubuntu/apt":{"cmd":"apt install fnt","reference":"https://repology.org/project/fnt/versions","dsnap":"fnt"},"debian/apt":{"cmd":"apt install fnt","reference":"https://repology.org/project/fnt/versions","dsnap":"fnt"}}
Tinos-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	Tinos 字体	Tinos font	Tinos-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install Tinos","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Tinos.zip -OutFile Tinos.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Tinos.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Tinos.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
CodeNewRoman-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	CodeNewRoman 字体	CodeNewRoman font	CodeNewRoman-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install CodeNewRoman","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/CodeNewRoman.zip -OutFile CodeNewRoman.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/CodeNewRoman.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"darwin/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/CodeNewRoman.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
Terminus-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	Terminus 字体	Terminus font	Terminus-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install Terminus","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Terminus.zip -OutFile Terminus.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Terminus.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Terminus.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
MartianMono-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	MartianMono 字体	MartianMono font	MartianMono-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install MartianMono","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/3MartianMono70.zip -OutFile MartianMono.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/MartianMono.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/MartianMono.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
ShareTechMono-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	ShareTechMono 字体	ShareTechMono font	ShareTechMono-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install ShareTechMono","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/327ShareTechMono0.zip -OutFile ShareTechMono.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/ShareTechMono.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/ShareTechMono.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
BitstreamVeraSansMono-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	BitstreamVeraSansMono 字体	BitstreamVeraSansMono font	BitstreamVeraSansMono-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install BitstreamVeraSansMono","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/BitstreamVeraSansMono.zip -OutFile BitstreamVeraSansMono.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/BitstreamVeraSansMono.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/BitstreamVeraSansMono.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
Iosevka-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	Iosevka 字体	Iosevka font	Iosevka-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install Iosevka","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Iosevka.zip -OutFile Iosevka.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Iosevka.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Iosevka.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
UbuntuMono-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	UbuntuMono 字体	UbuntuMono font	UbuntuMono-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install UbuntuMono","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/UbuntuMono.zip -OutFile UbuntuMono.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/UbuntuMono.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/UbuntuMono.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
Hack-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	Hack 字体	Hack font	Hack-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install Hack","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Hack.zip -OutFile Hack.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/latest/download/Hack.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/latest/download/Hack.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
CascadiaCode-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	CascadiaCode 字体	CascadiaCode font	CascadiaCode-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install CascadiaCode","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/CascadiaCode.zip -OutFile CascadiaCode.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/CascadiaCode.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/CascadiaCode.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
AnonymousPro-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	AnonymousPro 字体	AnonymousPro font	AnonymousPro-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install AnonymousPro","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/AnonymousPro.zip -OutFile AnonymousPro.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/AnonymousPro.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/AnonymousPro.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
IosevkaTermSlab-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	IosevkaTermSlab 字体	IosevkaTermSlab font	IosevkaTermSlab-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install IosevkaTermSlab","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/IosevkaTermSlab.zip -OutFile IosevkaTermSlab.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/IosevkaTermSlab.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/IosevkaTermSlab.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
Hermit-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	Hermit 字体	Hermit font	Hermit-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install Hermit","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Hermit.zip -OutFile Hermit.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Hermit.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Hermit.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
SourceCodePro-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	SourceCodePro 字体	SourceCodePro font	SourceCodePro-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install SourceCodePro","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/SourceCodePro.zip -OutFile SourceCodePro.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/SourceCodePro.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/SourceCodePro.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
HeavyDataMono-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	HeavyData 字体	HeavyData font	HeavyDataMono-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install HeavyData","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/3HeavyData70.zip -OutFile HeavyData.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/HeavyData.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/HeavyData.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
DaddyTimeMono-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	DaddyTimeMono 字体	DaddyTimeMono font	DaddyTimeMono-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install DaddyTimeMono","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/DaddyTimeMono.zip -OutFile DaddyTimeMono.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/DaddyTimeMono.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/DaddyTimeMono.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
0xProto-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	0xProto 字体	0xProto font	0xProto-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install 0xProto","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/0xProto.zip -OutFile 0xProto.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/0xProto.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/0xProto.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
VictorMono-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	VictorMono 字体	VictorMono font	VictorMono-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install VictorMono","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/VictorMono.zip -OutFile VictorMono.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/VictorMono.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/VictorMono.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
Agave-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	Agave 字体	Agave font	Agave-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install Agave","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Agave.zip -OutFile Agave.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Agave.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Agave.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
Arimo-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	Arimo 字体	Arimo font	Arimo-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install Arimo","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Arimo.zip -OutFile Arimo.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Arimo.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Arimo.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
3270-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	3270 字体	3270 font	3270-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install 3270","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/3270.zip -OutFile 3270.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/3270.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/3270.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
FantasqueSansMono-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	FantasqueSansMono 字体	FantasqueSansMono font	FantasqueSansMono-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install FantasqueSansMono","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/FantasqueSansMono.zip -OutFile FantasqueSansMono.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/FantasqueSansMono.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/FantasqueSansMono.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
SpaceMono-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	SpaceMono 字体	SpaceMono font	SpaceMono-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install SpaceMono","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/SpaceMono.zip -OutFile SpaceMono.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/SpaceMono.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/SpaceMono.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
FiraCode-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	FiraCode 字体	FiraCode font	FiraCode-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install FiraCode","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/FiraCode.zip -OutFile FiraCode.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/FiraCode.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/FiraCode.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
Overpass-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	Overpass 字体	Overpass font	Overpass-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install Overpass","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Overpass.zip -OutFile Overpass.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Overpass.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Overpass.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
Monofur-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	Monofur 字体	Monofur font	Monofur-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install Monofur","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Monofur.zip -OutFile Monofur.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Monofur.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Monofur.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
Meslo-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	Meslo 字体	Meslo font	Meslo-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install Meslo","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Meslo.zip -OutFile Meslo.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Meslo.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Meslo.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
